"No.","Time","Source","Destination","Protocol","Length","Info"
"1","14:46:58.155187759","fe80::3c03:74ff:feb8:e498","ff02::2","ICMPv6","70","Router Solicitation from 3e:03:74:b8:e4:98"
"2","14:46:58.411171562","fe80::2cea:cfff:fee0:9950","ff02::2","ICMPv6","70","Router Solicitation from 2e:ea:cf:e0:99:50"
"3","14:46:59.947334004","fe80::c45b:2ff:feba:91ea","ff02::2","ICMPv6","70","Router Solicitation from c6:5b:02:ba:91:ea"
"4","14:47:01.999228329","fe80::30d9:beff:fe11:9d54","ff02::2","ICMPv6","70","Router Solicitation from 32:d9:be:11:9d:54"
"5","14:47:01.999250612","fe80::2d:e7ff:fed3:8742","ff02::2","ICMPv6","70","Router Solicitation from 02:2d:e7:d3:87:42"
"6","14:47:01.999277164","fe80::386f:4dff:febd:45a7","ff02::2","ICMPv6","70","Router Solicitation from 3a:6f:4d:bd:45:a7"
"7","14:47:05.510942300","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=1 Ack=1 Win=83 Len=4 TSval=4205189420 TSecr=3085372909"
"8","14:47:05.510973457","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=5 Ack=1 Win=83 Len=4 TSval=4205189420 TSecr=3085372909"
"9","14:47:05.510975737","10.0.0.1","10.0.0.6","TCP","67","43206  >  12345 [PSH, ACK] Seq=9 Ack=1 Win=83 Len=1 TSval=4205189420 TSecr=3085372909"
"10","14:47:05.510977510","10.0.0.1","10.0.0.6","TCP","92","43206  >  12345 [PSH, ACK] Seq=10 Ack=1 Win=83 Len=26 TSval=4205189420 TSecr=3085372909"
"11","14:47:05.511195780","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=1 Ack=5 Win=85 Len=0 TSval=3085384819 TSecr=4205189420"
"12","14:47:05.511203993","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=1 Ack=9 Win=85 Len=0 TSval=3085384819 TSecr=4205189420"
"13","14:47:05.511208337","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=1 Ack=36 Win=85 Len=0 TSval=3085384819 TSecr=4205189420"
"14","14:47:05.511736954","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=1 Ack=1 Win=85 Len=4 TSval=2581315044 TSecr=4177292791"
"15","14:47:05.511863748","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=1 Ack=5 Win=83 Len=0 TSval=4177304702 TSecr=2581315044"
"16","14:47:05.511924578","10.0.0.6","10.0.0.2","TCP","97","12345  >  51128 [PSH, ACK] Seq=5 Ack=1 Win=85 Len=31 TSval=2581315044 TSecr=4177304702"
"17","14:47:05.511932240","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=1 Ack=36 Win=83 Len=0 TSval=4177304702 TSecr=2581315044"
"18","14:47:07.718050718","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=1 Ack=36 Win=83 Len=4 TSval=4177306908 TSecr=2581315044"
"19","14:47:07.718086010","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=36 Ack=5 Win=85 Len=0 TSval=2581317250 TSecr=4177306908"
"20","14:47:07.718116547","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=5 Ack=36 Win=83 Len=4 TSval=4177306908 TSecr=2581317250"
"21","14:47:07.718122437","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=36 Ack=9 Win=85 Len=0 TSval=2581317250 TSecr=4177306908"
"22","14:47:07.718132662","10.0.0.2","10.0.0.6","TCP","67","51128  >  12345 [PSH, ACK] Seq=9 Ack=36 Win=83 Len=1 TSval=4177306908 TSecr=2581317250"
"23","14:47:07.718144156","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=36 Ack=10 Win=85 Len=0 TSval=2581317250 TSecr=4177306908"
"24","14:47:07.718153509","10.0.0.2","10.0.0.6","TCP","90","51128  >  12345 [PSH, ACK] Seq=10 Ack=36 Win=83 Len=24 TSval=4177306908 TSecr=2581317250"
"25","14:47:07.718158409","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=36 Ack=34 Win=85 Len=0 TSval=2581317250 TSecr=4177306908"
"26","14:47:07.718319764","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=1 Ack=36 Win=85 Len=4 TSval=3085387027 TSecr=4205189420"
"27","14:47:07.718349578","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=36 Ack=5 Win=83 Len=0 TSval=4205191628 TSecr=3085387027"
"28","14:47:07.718365964","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=5 Ack=36 Win=85 Len=4 TSval=3085387027 TSecr=4205191628"
"29","14:47:07.718372210","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=36 Ack=9 Win=83 Len=0 TSval=4205191628 TSecr=3085387027"
"30","14:47:07.718380767","10.0.0.6","10.0.0.1","TCP","67","12345  >  43206 [PSH, ACK] Seq=9 Ack=36 Win=85 Len=1 TSval=3085387027 TSecr=4205191628"
"31","14:47:07.718385454","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=36 Ack=10 Win=83 Len=0 TSval=4205191628 TSecr=3085387027"
"32","14:47:07.718392296","10.0.0.6","10.0.0.1","TCP","90","12345  >  43206 [PSH, ACK] Seq=10 Ack=36 Win=85 Len=24 TSval=3085387027 TSecr=4205191628"
"33","14:47:07.718396481","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=36 Ack=34 Win=83 Len=0 TSval=4205191628 TSecr=3085387027"
"34","14:47:09.926870516","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=36 Ack=34 Win=83 Len=4 TSval=4205193836 TSecr=3085387027"
"35","14:47:09.926895026","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=34 Ack=40 Win=85 Len=0 TSval=3085389235 TSecr=4205193836"
"36","14:47:09.926914212","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=40 Ack=34 Win=83 Len=4 TSval=4205193836 TSecr=3085389235"
"37","14:47:09.926920796","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=34 Ack=44 Win=85 Len=0 TSval=3085389235 TSecr=4205193836"
"38","14:47:09.926930009","10.0.0.1","10.0.0.6","TCP","67","43206  >  12345 [PSH, ACK] Seq=44 Ack=34 Win=83 Len=1 TSval=4205193836 TSecr=3085389235"
"39","14:47:09.926934676","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=34 Ack=45 Win=85 Len=0 TSval=3085389235 TSecr=4205193836"
"40","14:47:09.926942170","10.0.0.1","10.0.0.6","TCP","92","43206  >  12345 [PSH, ACK] Seq=45 Ack=34 Win=83 Len=26 TSval=4205193836 TSecr=3085389235"
"41","14:47:09.926946721","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=34 Ack=71 Win=85 Len=0 TSval=3085389235 TSecr=4205193836"
"42","14:47:09.927196974","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=36 Ack=34 Win=85 Len=4 TSval=2581319460 TSecr=4177306908"
"43","14:47:09.927219882","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=34 Ack=40 Win=83 Len=0 TSval=4177309118 TSecr=2581319460"
"44","14:47:09.927234974","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=40 Ack=34 Win=85 Len=4 TSval=2581319460 TSecr=4177309118"
"45","14:47:09.927240974","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=34 Ack=44 Win=83 Len=0 TSval=4177309118 TSecr=2581319460"
"46","14:47:09.927249504","10.0.0.6","10.0.0.2","TCP","67","12345  >  51128 [PSH, ACK] Seq=44 Ack=34 Win=85 Len=1 TSval=2581319460 TSecr=4177309118"
"47","14:47:09.927254159","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=34 Ack=45 Win=83 Len=0 TSval=4177309118 TSecr=2581319460"
"48","14:47:09.927261460","10.0.0.6","10.0.0.2","TCP","92","12345  >  51128 [PSH, ACK] Seq=45 Ack=34 Win=85 Len=26 TSval=2581319460 TSecr=4177309118"
"49","14:47:09.927265994","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=34 Ack=71 Win=83 Len=0 TSval=4177309118 TSecr=2581319460"
"50","14:47:12.132002166","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=34 Ack=71 Win=83 Len=4 TSval=4177311322 TSecr=2581319460"
"51","14:47:12.132027299","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=71 Ack=38 Win=85 Len=0 TSval=2581321664 TSecr=4177311322"
"52","14:47:12.132046784","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=38 Ack=71 Win=83 Len=4 TSval=4177311322 TSecr=2581321664"
"53","14:47:12.132052830","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=71 Ack=42 Win=85 Len=0 TSval=2581321664 TSecr=4177311322"
"54","14:47:12.132062126","10.0.0.2","10.0.0.6","TCP","67","51128  >  12345 [PSH, ACK] Seq=42 Ack=71 Win=83 Len=1 TSval=4177311322 TSecr=2581321664"
"55","14:47:12.132066755","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=71 Ack=43 Win=85 Len=0 TSval=2581321664 TSecr=4177311322"
"56","14:47:12.132074959","10.0.0.2","10.0.0.6","TCP","90","51128  >  12345 [PSH, ACK] Seq=43 Ack=71 Win=83 Len=24 TSval=4177311322 TSecr=2581321664"
"57","14:47:12.132079446","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=71 Ack=67 Win=85 Len=0 TSval=2581321664 TSecr=4177311322"
"58","14:47:12.132334127","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=34 Ack=71 Win=85 Len=4 TSval=3085391441 TSecr=4205193836"
"59","14:47:12.132351449","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=71 Ack=38 Win=83 Len=0 TSval=4205196042 TSecr=3085391441"
"60","14:47:12.132363648","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=38 Ack=71 Win=85 Len=4 TSval=3085391441 TSecr=4205196042"
"61","14:47:12.132368735","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=71 Ack=42 Win=83 Len=0 TSval=4205196042 TSecr=3085391441"
"62","14:47:12.132376013","10.0.0.6","10.0.0.1","TCP","67","12345  >  43206 [PSH, ACK] Seq=42 Ack=71 Win=85 Len=1 TSval=3085391441 TSecr=4205196042"
"63","14:47:12.132380220","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=71 Ack=43 Win=83 Len=0 TSval=4205196042 TSecr=3085391441"
"64","14:47:12.132387185","10.0.0.6","10.0.0.1","TCP","90","12345  >  43206 [PSH, ACK] Seq=43 Ack=71 Win=85 Len=24 TSval=3085391441 TSecr=4205196042"
"65","14:47:12.132391177","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=71 Ack=67 Win=83 Len=0 TSval=4205196042 TSecr=3085391441"
"66","14:47:14.340203688","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=71 Ack=67 Win=83 Len=4 TSval=4205198250 TSecr=3085391441"
"67","14:47:14.340229130","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=67 Ack=75 Win=85 Len=0 TSval=3085393649 TSecr=4205198250"
"68","14:47:14.340247199","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=75 Ack=67 Win=83 Len=4 TSval=4205198250 TSecr=3085393649"
"69","14:47:14.340253123","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=67 Ack=79 Win=85 Len=0 TSval=3085393649 TSecr=4205198250"
"70","14:47:14.340261644","10.0.0.1","10.0.0.6","TCP","67","43206  >  12345 [PSH, ACK] Seq=79 Ack=67 Win=83 Len=1 TSval=4205198250 TSecr=3085393649"
"71","14:47:14.340265789","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=67 Ack=80 Win=85 Len=0 TSval=3085393649 TSecr=4205198250"
"72","14:47:14.340273072","10.0.0.1","10.0.0.6","TCP","92","43206  >  12345 [PSH, ACK] Seq=80 Ack=67 Win=83 Len=26 TSval=4205198250 TSecr=3085393649"
"73","14:47:14.340277036","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=67 Ack=106 Win=85 Len=0 TSval=3085393649 TSecr=4205198250"
"74","14:47:14.344446968","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=71 Ack=67 Win=85 Len=4 TSval=2581323877 TSecr=4177311322"
"75","14:47:14.344478385","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=67 Ack=75 Win=83 Len=0 TSval=4177313535 TSecr=2581323877"
"76","14:47:14.344495464","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=75 Ack=67 Win=85 Len=4 TSval=2581323877 TSecr=4177313535"
"77","14:47:14.344502073","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=67 Ack=79 Win=83 Len=0 TSval=4177313535 TSecr=2581323877"
"78","14:47:14.344510680","10.0.0.6","10.0.0.2","TCP","67","12345  >  51128 [PSH, ACK] Seq=79 Ack=67 Win=85 Len=1 TSval=2581323877 TSecr=4177313535"
"79","14:47:14.344515100","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=67 Ack=80 Win=83 Len=0 TSval=4177313535 TSecr=2581323877"
"80","14:47:14.344525461","10.0.0.6","10.0.0.2","TCP","92","12345  >  51128 [PSH, ACK] Seq=80 Ack=67 Win=85 Len=26 TSval=2581323877 TSecr=4177313535"
"81","14:47:14.344530233","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=67 Ack=106 Win=83 Len=0 TSval=4177313535 TSecr=2581323877"
"82","14:47:16.545093198","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=67 Ack=106 Win=83 Len=4 TSval=4177315735 TSecr=2581323877"
"83","14:47:16.545119786","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=106 Ack=71 Win=85 Len=0 TSval=2581326077 TSecr=4177315735"
"84","14:47:16.545139075","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=71 Ack=106 Win=83 Len=4 TSval=4177315735 TSecr=2581326077"
"85","14:47:16.545145333","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=106 Ack=75 Win=85 Len=0 TSval=2581326077 TSecr=4177315735"
"86","14:47:16.545154453","10.0.0.2","10.0.0.6","TCP","67","51128  >  12345 [PSH, ACK] Seq=75 Ack=106 Win=83 Len=1 TSval=4177315735 TSecr=2581326077"
"87","14:47:16.545158765","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=106 Ack=76 Win=85 Len=0 TSval=2581326077 TSecr=4177315735"
"88","14:47:16.545166442","10.0.0.2","10.0.0.6","TCP","90","51128  >  12345 [PSH, ACK] Seq=76 Ack=106 Win=83 Len=24 TSval=4177315735 TSecr=2581326077"
"89","14:47:16.545170581","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=106 Ack=100 Win=85 Len=0 TSval=2581326077 TSecr=4177315735"
"90","14:47:16.545622738","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=67 Ack=106 Win=85 Len=4 TSval=3085395854 TSecr=4205198250"
"91","14:47:16.545641180","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=106 Ack=71 Win=83 Len=0 TSval=4205200455 TSecr=3085395854"
"92","14:47:16.545659154","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=71 Ack=106 Win=85 Len=4 TSval=3085395854 TSecr=4205200455"
"93","14:47:16.545664554","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=106 Ack=75 Win=83 Len=0 TSval=4205200455 TSecr=3085395854"
"94","14:47:16.545672257","10.0.0.6","10.0.0.1","TCP","67","12345  >  43206 [PSH, ACK] Seq=75 Ack=106 Win=85 Len=1 TSval=3085395854 TSecr=4205200455"
"95","14:47:16.545676749","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=106 Ack=76 Win=83 Len=0 TSval=4205200455 TSecr=3085395854"
"96","14:47:16.545683236","10.0.0.6","10.0.0.1","TCP","90","12345  >  43206 [PSH, ACK] Seq=76 Ack=106 Win=85 Len=24 TSval=3085395854 TSecr=4205200455"
"97","14:47:16.545687729","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=106 Ack=100 Win=83 Len=0 TSval=4205200455 TSecr=3085395854"
"98","14:47:18.749704039","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=106 Ack=100 Win=83 Len=4 TSval=4205202659 TSecr=3085395854"
"99","14:47:18.749729772","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=100 Ack=110 Win=85 Len=0 TSval=3085398058 TSecr=4205202659"
"100","14:47:18.749762509","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=110 Ack=100 Win=83 Len=4 TSval=4205202659 TSecr=3085398058"
"101","14:47:18.749771929","10.0.0.1","10.0.0.6","TCP","67","43206  >  12345 [PSH, ACK] Seq=114 Ack=100 Win=83 Len=1 TSval=4205202659 TSecr=3085398058"
"102","14:47:18.749779186","10.0.0.1","10.0.0.6","TCP","92","43206  >  12345 [PSH, ACK] Seq=115 Ack=100 Win=83 Len=26 TSval=4205202659 TSecr=3085398058"
"103","14:47:18.749779748","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=100 Ack=114 Win=85 Len=0 TSval=3085398058 TSecr=4205202659"
"104","14:47:18.749794953","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=100 Ack=115 Win=85 Len=0 TSval=3085398058 TSecr=4205202659"
"105","14:47:18.749801877","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=100 Ack=141 Win=85 Len=0 TSval=3085398058 TSecr=4205202659"
"106","14:47:18.752899710","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=106 Ack=100 Win=85 Len=4 TSval=2581328285 TSecr=4177315735"
"107","14:47:18.752922330","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=100 Ack=110 Win=83 Len=0 TSval=4177317943 TSecr=2581328285"
"108","14:47:18.752936266","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=110 Ack=100 Win=85 Len=4 TSval=2581328285 TSecr=4177317943"
"109","14:47:18.752942583","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=100 Ack=114 Win=83 Len=0 TSval=4177317943 TSecr=2581328285"
"110","14:47:18.752950541","10.0.0.6","10.0.0.2","TCP","67","12345  >  51128 [PSH, ACK] Seq=114 Ack=100 Win=85 Len=1 TSval=2581328285 TSecr=4177317943"
"111","14:47:18.752954935","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=100 Ack=115 Win=83 Len=0 TSval=4177317943 TSecr=2581328285"
"112","14:47:18.752961706","10.0.0.6","10.0.0.2","TCP","92","12345  >  51128 [PSH, ACK] Seq=115 Ack=100 Win=85 Len=26 TSval=2581328285 TSecr=4177317943"
"113","14:47:18.752966007","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=100 Ack=141 Win=83 Len=0 TSval=4177317943 TSecr=2581328285"
"114","14:47:20.954692282","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=100 Ack=141 Win=83 Len=4 TSval=4177320145 TSecr=2581328285"
"115","14:47:20.954720482","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=141 Ack=104 Win=85 Len=0 TSval=2581330487 TSecr=4177320145"
"116","14:47:20.954753009","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=104 Ack=141 Win=83 Len=4 TSval=4177320145 TSecr=2581330487"
"117","14:47:20.954764964","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=141 Ack=108 Win=85 Len=0 TSval=2581330487 TSecr=4177320145"
"118","14:47:20.954776233","10.0.0.2","10.0.0.6","TCP","67","51128  >  12345 [PSH, ACK] Seq=108 Ack=141 Win=83 Len=1 TSval=4177320145 TSecr=2581330487"
"119","14:47:20.954786138","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=141 Ack=109 Win=85 Len=0 TSval=2581330487 TSecr=4177320145"
"120","14:47:20.954795044","10.0.0.2","10.0.0.6","TCP","90","51128  >  12345 [PSH, ACK] Seq=109 Ack=141 Win=83 Len=24 TSval=4177320145 TSecr=2581330487"
"121","14:47:20.954804646","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=141 Ack=133 Win=85 Len=0 TSval=2581330487 TSecr=4177320145"
"122","14:47:20.954987760","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=100 Ack=141 Win=85 Len=4 TSval=3085400263 TSecr=4205202659"
"123","14:47:20.955015984","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=141 Ack=104 Win=83 Len=0 TSval=4205204864 TSecr=3085400263"
"124","14:47:20.955030998","10.0.0.6","10.0.0.1","TCP","70","12345  >  43206 [PSH, ACK] Seq=104 Ack=141 Win=85 Len=4 TSval=3085400263 TSecr=4205204864"
"125","14:47:20.955037405","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=141 Ack=108 Win=83 Len=0 TSval=4205204864 TSecr=3085400263"
"126","14:47:20.955045638","10.0.0.6","10.0.0.1","TCP","67","12345  >  43206 [PSH, ACK] Seq=108 Ack=141 Win=85 Len=1 TSval=3085400263 TSecr=4205204864"
"127","14:47:20.955049947","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=141 Ack=109 Win=83 Len=0 TSval=4205204864 TSecr=3085400263"
"128","14:47:20.955057005","10.0.0.6","10.0.0.1","TCP","90","12345  >  43206 [PSH, ACK] Seq=109 Ack=141 Win=85 Len=24 TSval=3085400263 TSecr=4205204864"
"129","14:47:20.955061143","10.0.0.1","10.0.0.6","TCP","66","43206  >  12345 [ACK] Seq=141 Ack=133 Win=83 Len=0 TSval=4205204864 TSecr=3085400263"
"130","14:47:23.162471877","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=141 Ack=133 Win=83 Len=4 TSval=4205207072 TSecr=3085400263"
"131","14:47:23.162498773","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=133 Ack=145 Win=85 Len=0 TSval=3085402471 TSecr=4205207072"
"132","14:47:23.162517250","10.0.0.1","10.0.0.6","TCP","70","43206  >  12345 [PSH, ACK] Seq=145 Ack=133 Win=83 Len=4 TSval=4205207072 TSecr=3085402471"
"133","14:47:23.162523665","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=133 Ack=149 Win=85 Len=0 TSval=3085402471 TSecr=4205207072"
"134","14:47:23.162532922","10.0.0.1","10.0.0.6","TCP","67","43206  >  12345 [PSH, ACK] Seq=149 Ack=133 Win=83 Len=1 TSval=4205207072 TSecr=3085402471"
"135","14:47:23.162537191","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=133 Ack=150 Win=85 Len=0 TSval=3085402471 TSecr=4205207072"
"136","14:47:23.162544215","10.0.0.1","10.0.0.6","TCP","92","43206  >  12345 [PSH, ACK] Seq=150 Ack=133 Win=83 Len=26 TSval=4205207072 TSecr=3085402471"
"137","14:47:23.162548234","10.0.0.6","10.0.0.1","TCP","66","12345  >  43206 [ACK] Seq=133 Ack=176 Win=85 Len=0 TSval=3085402471 TSecr=4205207072"
"138","14:47:23.165637177","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=141 Ack=133 Win=85 Len=4 TSval=2581332698 TSecr=4177320145"
"139","14:47:23.165666893","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=133 Ack=145 Win=83 Len=0 TSval=4177322356 TSecr=2581332698"
"140","14:47:23.165682574","10.0.0.6","10.0.0.2","TCP","70","12345  >  51128 [PSH, ACK] Seq=145 Ack=133 Win=85 Len=4 TSval=2581332698 TSecr=4177322356"
"141","14:47:23.165688854","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=133 Ack=149 Win=83 Len=0 TSval=4177322356 TSecr=2581332698"
"142","14:47:23.165697036","10.0.0.6","10.0.0.2","TCP","67","12345  >  51128 [PSH, ACK] Seq=149 Ack=133 Win=85 Len=1 TSval=2581332698 TSecr=4177322356"
"143","14:47:23.165701613","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=133 Ack=150 Win=83 Len=0 TSval=4177322356 TSecr=2581332698"
"144","14:47:23.165708628","10.0.0.6","10.0.0.2","TCP","92","12345  >  51128 [PSH, ACK] Seq=150 Ack=133 Win=85 Len=26 TSval=2581332698 TSecr=4177322356"
"145","14:47:23.165713218","10.0.0.2","10.0.0.6","TCP","66","51128  >  12345 [ACK] Seq=133 Ack=176 Win=83 Len=0 TSval=4177322356 TSecr=2581332698"
"146","14:47:25.375044255","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=133 Ack=176 Win=83 Len=4 TSval=4177324565 TSecr=2581332698"
"147","14:47:25.375067485","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=176 Ack=137 Win=85 Len=0 TSval=2581334907 TSecr=4177324565"
"148","14:47:25.375085514","10.0.0.2","10.0.0.6","TCP","70","51128  >  12345 [PSH, ACK] Seq=137 Ack=176 Win=83 Len=4 TSval=4177324565 TSecr=2581334907"
"149","14:47:25.375091524","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=176 Ack=141 Win=85 Len=0 TSval=2581334907 TSecr=4177324565"
"150","14:47:25.375100215","10.0.0.2","10.0.0.6","TCP","67","51128  >  12345 [PSH, ACK] Seq=141 Ack=176 Win=83 Len=1 TSval=4177324565 TSecr=2581334907"
"151","14:47:25.375104433","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=176 Ack=142 Win=85 Len=0 TSval=2581334907 TSecr=4177324565"
"152","14:47:25.375111983","10.0.0.2","10.0.0.6","TCP","90","51128  >  12345 [PSH, ACK] Seq=142 Ack=176 Win=83 Len=24 TSval=4177324565 TSecr=2581334907"
"153","14:47:25.375115962","10.0.0.6","10.0.0.2","TCP","66","12345  >  51128 [ACK] Seq=176 Ack=166 Win=85 Len=0 TSval=2581334907 TSecr=4177324565"
