"No.","Time","Source","Destination","Protocol","Length","Info"
"27","6.666976768","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=38 Ack=71 Win=85 Len=4 TSval=2029474437 TSecr=1296916784"
"28","6.666982638","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=71 Ack=42 Win=83 Len=0 TSval=1296916784 TSecr=2029474437"
"29","6.666993093","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=42 Ack=71 Win=85 Len=1 TSval=2029474437 TSecr=1296916784"
"30","6.666997723","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=71 Ack=43 Win=83 Len=0 TSval=1296916784 TSecr=2029474437"
"31","6.667006569","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=43 Ack=71 Win=85 Len=24 TSval=2029474437 TSecr=1296916784"
"32","6.667010810","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=71 Ack=67 Win=83 Len=0 TSval=1296916784 TSecr=2029474437"
"33","8.897235569","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=71 Ack=67 Win=83 Len=4 TSval=1296919014 TSecr=2029474437"
"34","8.897267123","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=67 Ack=75 Win=85 Len=0 TSval=2029476667 TSecr=1296919014"
"35","8.897294635","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=75 Ack=67 Win=83 Len=4 TSval=1296919014 TSecr=2029476667"
"36","8.897308547","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=67 Ack=79 Win=85 Len=0 TSval=2029476667 TSecr=1296919014"
"37","8.897318864","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=79 Ack=67 Win=83 Len=1 TSval=1296919014 TSecr=2029476667"
"38","8.897330906","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=67 Ack=80 Win=85 Len=0 TSval=2029476667 TSecr=1296919014"
"39","8.897339904","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=80 Ack=67 Win=83 Len=26 TSval=1296919014 TSecr=2029476667"
"40","8.897346286","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=67 Ack=106 Win=85 Len=0 TSval=2029476667 TSecr=1296919014"
"41","11.112637870","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=67 Ack=106 Win=85 Len=4 TSval=2029478882 TSecr=1296919014"
"42","11.112655603","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=106 Ack=71 Win=83 Len=0 TSval=1296921229 TSecr=2029478882"
"43","11.112669262","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=71 Ack=106 Win=85 Len=4 TSval=2029478882 TSecr=1296921229"
"44","11.112674476","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=106 Ack=75 Win=83 Len=0 TSval=1296921229 TSecr=2029478882"
"45","11.112683608","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=75 Ack=106 Win=85 Len=1 TSval=2029478882 TSecr=1296921229"
"46","11.112688054","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=106 Ack=76 Win=83 Len=0 TSval=1296921229 TSecr=2029478882"
"47","11.112696848","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=76 Ack=106 Win=85 Len=24 TSval=2029478882 TSecr=1296921229"
"48","11.112701134","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=106 Ack=100 Win=83 Len=0 TSval=1296921229 TSecr=2029478882"
"49","13.326804259","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=106 Ack=100 Win=83 Len=4 TSval=1296923443 TSecr=2029478882"
"50","13.326831539","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=100 Ack=110 Win=85 Len=0 TSval=2029481096 TSecr=1296923443"
"51","13.326845922","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=110 Ack=100 Win=83 Len=4 TSval=1296923444 TSecr=2029481096"
"52","13.326853783","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=100 Ack=114 Win=85 Len=0 TSval=2029481097 TSecr=1296923444"
"53","13.326862463","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=114 Ack=100 Win=83 Len=1 TSval=1296923444 TSecr=2029481097"
"54","13.326868593","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=100 Ack=115 Win=85 Len=0 TSval=2029481097 TSecr=1296923444"
"55","13.326876070","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=115 Ack=100 Win=83 Len=26 TSval=1296923444 TSecr=2029481097"
"56","13.326882070","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=100 Ack=141 Win=85 Len=0 TSval=2029481097 TSecr=1296923444"
"57","15.547873562","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=100 Ack=141 Win=85 Len=4 TSval=2029483318 TSecr=1296923444"
"58","15.547894005","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=141 Ack=104 Win=83 Len=0 TSval=1296925665 TSecr=2029483318"
"59","15.547908884","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=104 Ack=141 Win=85 Len=4 TSval=2029483318 TSecr=1296925665"
"60","15.547914366","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=141 Ack=108 Win=83 Len=0 TSval=1296925665 TSecr=2029483318"
"61","15.547924067","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=108 Ack=141 Win=85 Len=1 TSval=2029483318 TSecr=1296925665"
"62","15.547928588","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=141 Ack=109 Win=83 Len=0 TSval=1296925665 TSecr=2029483318"
"63","15.547937668","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=109 Ack=141 Win=85 Len=24 TSval=2029483318 TSecr=1296925665"
"64","15.547941923","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=141 Ack=133 Win=83 Len=0 TSval=1296925665 TSecr=2029483318"
"65","17.803603961","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=141 Ack=133 Win=83 Len=4 TSval=1296927920 TSecr=2029483318"
"66","17.803633532","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=133 Ack=145 Win=85 Len=0 TSval=2029485573 TSecr=1296927920"
"67","17.803648953","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=145 Ack=133 Win=83 Len=4 TSval=1296927920 TSecr=2029485573"
"68","17.803656980","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=133 Ack=149 Win=85 Len=0 TSval=2029485573 TSecr=1296927920"
"69","17.803666217","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=149 Ack=133 Win=83 Len=1 TSval=1296927920 TSecr=2029485573"
"70","17.803672241","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=133 Ack=150 Win=85 Len=0 TSval=2029485573 TSecr=1296927920"
"71","17.803679334","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=150 Ack=133 Win=83 Len=26 TSval=1296927920 TSecr=2029485573"
"72","17.803685212","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=133 Ack=176 Win=85 Len=0 TSval=2029485573 TSecr=1296927920"
"73","20.019738031","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=133 Ack=176 Win=85 Len=4 TSval=2029487789 TSecr=1296927920"
"74","20.019757721","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=176 Ack=137 Win=83 Len=0 TSval=1296930136 TSecr=2029487789"
"75","20.019773905","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=137 Ack=176 Win=85 Len=4 TSval=2029487789 TSecr=1296930136"
"76","20.019779859","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=176 Ack=141 Win=83 Len=0 TSval=1296930136 TSecr=2029487789"
"77","20.019789827","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=141 Ack=176 Win=85 Len=1 TSval=2029487789 TSecr=1296930136"
"78","20.019794415","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=176 Ack=142 Win=83 Len=0 TSval=1296930136 TSecr=2029487789"
"79","20.019803175","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=142 Ack=176 Win=85 Len=24 TSval=2029487789 TSecr=1296930136"
"80","20.019807416","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=176 Ack=166 Win=83 Len=0 TSval=1296930136 TSecr=2029487789"
"81","21.371737698","fe80::10f5:41ff:fecd:4069","ff02::2","ICMPv6","70","Router Solicitation from 12:f5:41:cd:40:69"
"82","22.247732705","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=176 Ack=166 Win=83 Len=4 TSval=1296932364 TSecr=2029487789"
"83","22.247763478","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=166 Ack=180 Win=85 Len=0 TSval=2029490017 TSecr=1296932364"
"84","22.247778765","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=180 Ack=166 Win=83 Len=4 TSval=1296932364 TSecr=2029490017"
"85","22.247786815","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=166 Ack=184 Win=85 Len=0 TSval=2029490017 TSecr=1296932364"
"86","22.247796081","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=184 Ack=166 Win=83 Len=1 TSval=1296932364 TSecr=2029490017"
"87","22.247802719","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=166 Ack=185 Win=85 Len=0 TSval=2029490017 TSecr=1296932364"
"88","22.247810332","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=185 Ack=166 Win=83 Len=26 TSval=1296932364 TSecr=2029490017"
"89","22.247816674","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=166 Ack=211 Win=85 Len=0 TSval=2029490017 TSecr=1296932364"
"90","23.419694044","fe80::3c28:b9ff:fe0d:3450","ff02::2","ICMPv6","70","Router Solicitation from 3e:28:b9:0d:34:50"
"91","24.483553025","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=166 Ack=211 Win=85 Len=4 TSval=2029492253 TSecr=1296932364"
"92","24.483585219","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=211 Ack=170 Win=83 Len=0 TSval=1296934600 TSecr=2029492253"
"93","24.483604607","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=170 Ack=211 Win=85 Len=4 TSval=2029492253 TSecr=1296934600"
"94","24.483611572","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=211 Ack=174 Win=83 Len=0 TSval=1296934600 TSecr=2029492253"
"95","24.483622201","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=174 Ack=211 Win=85 Len=1 TSval=2029492253 TSecr=1296934600"
"96","24.483626857","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=211 Ack=175 Win=83 Len=0 TSval=1296934600 TSecr=2029492253"
"97","24.483635800","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=175 Ack=211 Win=85 Len=24 TSval=2029492253 TSecr=1296934600"
"98","24.483640133","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=211 Ack=199 Win=83 Len=0 TSval=1296934600 TSecr=2029492253"
"99","25.467764261","fe80::50c3:49ff:fe7b:c916","ff02::2","ICMPv6","70","Router Solicitation from 52:c3:49:7b:c9:16"
"100","25.467804845","fe80::60aa:15ff:fe75:f3ce","ff02::2","ICMPv6","70","Router Solicitation from 62:aa:15:75:f3:ce"
"101","25.467817604","fe80::7c4e:39ff:fe39:b923","ff02::2","ICMPv6","70","Router Solicitation from 7e:4e:39:39:b9:23"
"102","25.467930208","fe80::8880:58ff:fee8:9eda","ff02::2","ICMPv6","70","Router Solicitation from 8a:80:58:e8:9e:da"
"103","26.716089620","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=211 Ack=199 Win=83 Len=4 TSval=1296936833 TSecr=2029492253"
"104","26.716116979","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=199 Ack=215 Win=85 Len=0 TSval=2029494486 TSecr=1296936833"
"105","26.716137944","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=215 Ack=199 Win=83 Len=4 TSval=1296936833 TSecr=2029494486"
"106","26.716147030","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=199 Ack=219 Win=85 Len=0 TSval=2029494486 TSecr=1296936833"
"107","26.716156231","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=219 Ack=199 Win=83 Len=1 TSval=1296936833 TSecr=2029494486"
"108","26.716162661","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=199 Ack=220 Win=85 Len=0 TSval=2029494486 TSecr=1296936833"
"109","26.716170037","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=220 Ack=199 Win=83 Len=26 TSval=1296936833 TSecr=2029494486"
"110","26.716176168","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=199 Ack=246 Win=85 Len=0 TSval=2029494486 TSecr=1296936833"
"111","28.940612103","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=199 Ack=246 Win=85 Len=4 TSval=2029496710 TSecr=1296936833"
"112","28.940629478","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=246 Ack=203 Win=83 Len=0 TSval=1296939057 TSecr=2029496710"
"113","28.940648517","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=203 Ack=246 Win=85 Len=4 TSval=2029496710 TSecr=1296939057"
"114","28.940653936","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=246 Ack=207 Win=83 Len=0 TSval=1296939057 TSecr=2029496710"
"115","28.940663807","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=207 Ack=246 Win=85 Len=1 TSval=2029496710 TSecr=1296939057"
"116","28.940668247","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=246 Ack=208 Win=83 Len=0 TSval=1296939057 TSecr=2029496710"
"117","28.940676815","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=208 Ack=246 Win=85 Len=24 TSval=2029496710 TSecr=1296939057"
"118","28.940681118","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=246 Ack=232 Win=83 Len=0 TSval=1296939057 TSecr=2029496710"
"119","29.563451907","fe80::9c06:38ff:fed4:cf","ff02::2","ICMPv6","70","Router Solicitation from 9e:06:38:d4:00:cf"
"120","31.153997760","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=246 Ack=232 Win=83 Len=4 TSval=1296941271 TSecr=2029496710"
"121","31.154031146","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=232 Ack=250 Win=85 Len=0 TSval=2029498924 TSecr=1296941271"
"122","31.154056122","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=250 Ack=232 Win=83 Len=4 TSval=1296941271 TSecr=2029498924"
"123","31.154065178","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=232 Ack=254 Win=85 Len=0 TSval=2029498924 TSecr=1296941271"
"124","31.154074759","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=254 Ack=232 Win=83 Len=1 TSval=1296941271 TSecr=2029498924"
"125","31.154080937","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=232 Ack=255 Win=85 Len=0 TSval=2029498924 TSecr=1296941271"
"126","31.154088345","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=255 Ack=232 Win=83 Len=26 TSval=1296941271 TSecr=2029498924"
"127","31.154094357","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=232 Ack=281 Win=85 Len=0 TSval=2029498924 TSecr=1296941271"
"128","33.375061440","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=232 Ack=281 Win=85 Len=4 TSval=2029501145 TSecr=1296941271"
"129","33.375081944","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=281 Ack=236 Win=83 Len=0 TSval=1296943492 TSecr=2029501145"
"130","33.375098282","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=236 Ack=281 Win=85 Len=4 TSval=2029501145 TSecr=1296943492"
"131","33.375104184","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=281 Ack=240 Win=83 Len=0 TSval=1296943492 TSecr=2029501145"
"132","33.375114239","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=240 Ack=281 Win=85 Len=1 TSval=2029501145 TSecr=1296943492"
"133","33.375118524","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=281 Ack=241 Win=83 Len=0 TSval=1296943492 TSecr=2029501145"
"134","33.375127516","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=241 Ack=281 Win=85 Len=24 TSval=2029501145 TSecr=1296943492"
"135","33.375131666","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=281 Ack=265 Win=83 Len=0 TSval=1296943492 TSecr=2029501145"
"136","33.659470898","fe80::3825:63ff:fe1a:a60","ff02::2","ICMPv6","70","Router Solicitation from 3a:25:63:1a:0a:60"
"137","35.591823640","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=281 Ack=265 Win=83 Len=4 TSval=1296945708 TSecr=2029501145"
"138","35.591858160","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=265 Ack=285 Win=85 Len=0 TSval=2029503362 TSecr=1296945708"
"139","35.591874527","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=285 Ack=265 Win=83 Len=4 TSval=1296945709 TSecr=2029503362"
"140","35.591881803","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=265 Ack=289 Win=85 Len=0 TSval=2029503362 TSecr=1296945709"
"141","35.591891112","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=289 Ack=265 Win=83 Len=1 TSval=1296945709 TSecr=2029503362"
"142","35.591904321","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=265 Ack=290 Win=85 Len=0 TSval=2029503362 TSecr=1296945709"
"143","35.591913313","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=290 Ack=265 Win=83 Len=26 TSval=1296945709 TSecr=2029503362"
"144","35.591925643","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=265 Ack=316 Win=85 Len=0 TSval=2029503362 TSecr=1296945709"
"145","37.811523918","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=265 Ack=316 Win=85 Len=4 TSval=2029505581 TSecr=1296945709"
"146","37.811541131","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=316 Ack=269 Win=83 Len=0 TSval=1296947928 TSecr=2029505581"
"147","37.811555314","10.0.0.6","10.0.0.1","TCP","70","12345  >  33262 [PSH, ACK] Seq=269 Ack=316 Win=85 Len=4 TSval=2029505581 TSecr=1296947928"
"148","37.811560533","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=316 Ack=273 Win=83 Len=0 TSval=1296947928 TSecr=2029505581"
"149","37.811570360","10.0.0.6","10.0.0.1","TCP","67","12345  >  33262 [PSH, ACK] Seq=273 Ack=316 Win=85 Len=1 TSval=2029505581 TSecr=1296947928"
"150","37.811574732","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=316 Ack=274 Win=83 Len=0 TSval=1296947928 TSecr=2029505581"
"151","37.811583292","10.0.0.6","10.0.0.1","TCP","90","12345  >  33262 [PSH, ACK] Seq=274 Ack=316 Win=85 Len=24 TSval=2029505581 TSecr=1296947928"
"152","37.811587600","10.0.0.1","10.0.0.6","TCP","66","33262  >  12345 [ACK] Seq=316 Ack=298 Win=83 Len=0 TSval=1296947928 TSecr=2029505581"
"153","40.102554963","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=316 Ack=298 Win=83 Len=4 TSval=1296950219 TSecr=2029505581"
"154","40.102587472","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=298 Ack=320 Win=85 Len=0 TSval=2029507872 TSecr=1296950219"
"155","40.102602523","10.0.0.1","10.0.0.6","TCP","70","33262  >  12345 [PSH, ACK] Seq=320 Ack=298 Win=83 Len=4 TSval=1296950219 TSecr=2029507872"
"156","40.102610605","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=298 Ack=324 Win=85 Len=0 TSval=2029507872 TSecr=1296950219"
"157","40.102619490","10.0.0.1","10.0.0.6","TCP","67","33262  >  12345 [PSH, ACK] Seq=324 Ack=298 Win=83 Len=1 TSval=1296950219 TSecr=2029507872"
"158","40.102626095","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=298 Ack=325 Win=85 Len=0 TSval=2029507872 TSecr=1296950219"
"159","40.102633832","10.0.0.1","10.0.0.6","TCP","92","33262  >  12345 [PSH, ACK] Seq=325 Ack=298 Win=83 Len=26 TSval=1296950219 TSecr=2029507872"
"160","40.102639959","10.0.0.6","10.0.0.1","TCP","66","12345  >  33262 [ACK] Seq=298 Ack=351 Win=85 Len=0 TSval=2029507872 TSecr=1296950219"
